id,Geo_NAME,name,rate
17017,Edgar County,"Edgar County, Illinois",33
17019,Edwards County,"Edwards County, Illinois",30
17021,Effingham County,"Effingham County, Illinois",36
17023,Fayette County,"Fayette County, Illinois",31
17025,Ford County,"Ford County, Illinois",28
17027,Franklin County,"Franklin County, Illinois",31
17029,Fulton County,"Fulton County, Illinois",33
17031,Gallatin County,"Gallatin County, Illinois",28
17033,Greene County,"Greene County, Illinois",28
17035,Grundy County,"Grundy County, Illinois",25
17037,Hamilton County,"Hamilton County, Illinois",33
17039,Hancock County,"Hancock County, Illinois",28
17041,Hardin County,"Hardin County, Illinois",26
17043,Henderson County,"Henderson County, Illinois",26
17045,Henry County,"Henry County, Illinois",31
17047,Iroquois County,"Iroquois County, Illinois",30
17049,Jackson County,"Jackson County, Illinois",29
17051,Jasper County,"Jasper County, Illinois",30
17053,Jefferson County,"Jefferson County, Illinois",29
17055,Jersey County,"Jersey County, Illinois",33
17057,Jo Daviess County,"Jo Daviess County, Illinois",25
17059,Johnson County,"Johnson County, Illinois",26
17061,Kane County,"Kane County, Illinois",25
17063,Kankakee County,"Kankakee County, Illinois",32
17065,Kendall County,"Kendall County, Illinois",29
17067,Knox County,"Knox County, Illinois",30
17069,Lake County,"Lake County, Illinois",29
17071,LaSalle County,"LaSalle County, Illinois",35
17073,Lawrence County,"Lawrence County, Illinois",33
17075,Lee County,"Lee County, Illinois",30
17077,Livingston County,"Livingston County, Illinois",25
17079,Logan County,"Logan County, Illinois",24
17081,McDonough County,"McDonough County, Illinois",38
17083,McHenry County,"McHenry County, Illinois",32
17085,McLean County,"McLean County, Illinois",26
17087,Macon County,"Macon County, Illinois",23
17089,Macoupin County,"Macoupin County, Illinois",28
17091,Madison County,"Madison County, Illinois",38
17093,Marion County,"Marion County, Illinois",35
17095,Marshall County,"Marshall County, Illinois",35
17097,Mason County,"Mason County, Illinois",25
17099,Massac County,"Massac County, Illinois",32
17101,Menard County,"Menard County, Illinois",30
17103,Mercer County,"Mercer County, Illinois",35
17105,Monroe County,"Monroe County, Illinois",30
17107,Montgomery County,"Montgomery County, Illinois",35
17109,Morgan County,"Morgan County, Illinois",36
17111,Moultrie County,"Moultrie County, Illinois",33
17113,Ogle County,"Ogle County, Illinois",31
17115,Peoria County,"Peoria County, Illinois",36
17117,Perry County,"Perry County, Illinois",24
17119,Piatt County,"Piatt County, Illinois",36
17121,Pike County,"Pike County, Illinois",24
17123,Pope County,"Pope County, Illinois",25
17125,Pulaski County,"Pulaski County, Illinois",28
17127,Putnam County,"Putnam County, Illinois",35
17129,Randolph County,"Randolph County, Illinois",27
17131,Richland County,"Richland County, Illinois",34
17133,Rock Island County,"Rock Island County, Illinois",32
17135,St. Clair County,"St. Clair County, Illinois",31
17137,Saline County,"Saline County, Illinois",38
17139,Sangamon County,"Sangamon County, Illinois",24
17141,Schuyler County,"Schuyler County, Illinois",37
17143,Scott County,"Scott County, Illinois",39
17145,Shelby County,"Shelby County, Illinois",28
17147,Stark County,"Stark County, Illinois",25
17149,Stephenson County,"Stephenson County, Illinois",29
17151,Tazewell County,"Tazewell County, Illinois",26
17153,Union County,"Union County, Illinois",19
17155,Vermilion County,"Vermilion County, Illinois",26
17157,Wabash County,"Wabash County, Illinois",38
17159,Warren County,"Warren County, Illinois",22
17161,Washington County,"Washington County, Illinois",35
17163,Wayne County,"Wayne County, Illinois",37
17165,White County,"White County, Illinois",27
17167,Whiteside County,"Whiteside County, Illinois",34
17169,Will County,"Will County, Illinois",25
17171,Williamson County,"Williamson County, Illinois",26
17173,Winnebago County,"Winnebago County, Illinois",31
17175,Woodford County,"Woodford County, Illinois",23
17177,Adams County,"Adams County, Indiana",38
17179,Allen County,"Allen County, Indiana",30
17181,Bartholomew County,"Bartholomew County, Indiana",31
17183,Benton County,"Benton County, Indiana",43
17185,Blackford County,"Blackford County, Indiana",28
17187,Boone County,"Boone County, Indiana",38
17189,Brown County,"Brown County, Indiana",31
17191,Carroll County,"Carroll County, Indiana",29
17193,Cass County,"Cass County, Indiana",29
17195,Clark County,"Clark County, Indiana",36
17197,Clay County,"Clay County, Indiana",34
17199,Clinton County,"Clinton County, Indiana",29
17201,Crawford County,"Crawford County, Indiana",30
17203,Daviess County,"Daviess County, Indiana",31
18000,Dearborn County,"Dearborn County, Indiana",34
18001,Decatur County,"Decatur County, Indiana",36
18003,DeKalb County,"DeKalb County, Indiana",34
18005,Delaware County,"Delaware County, Indiana",32
18007,Dubois County,"Dubois County, Indiana",36
18009,Elkhart County,"Elkhart County, Indiana",29
18011,Fayette County,"Fayette County, Indiana",27
18013,Floyd County,"Floyd County, Indiana",32
18015,Fountain County,"Fountain County, Indiana",41
18017,Franklin County,"Franklin County, Indiana",35
18019,Fulton County,"Fulton County, Indiana",38
18021,Gibson County,"Gibson County, Indiana",34
18023,Grant County,"Grant County, Indiana",37
18025,Greene County,"Greene County, Indiana",32
18027,Hamilton County,"Hamilton County, Indiana",30
18029,Hancock County,"Hancock County, Indiana",32
18031,Harrison County,"Harrison County, Indiana",34
18033,Hendricks County,"Hendricks County, Indiana",31
18035,Henry County,"Henry County, Indiana",34
18037,Howard County,"Howard County, Indiana",32
18039,Huntington County,"Huntington County, Indiana",34
18041,Jackson County,"Jackson County, Indiana",39
18043,Jasper County,"Jasper County, Indiana",32
18045,Jay County,"Jay County, Indiana",34
18047,Jefferson County,"Jefferson County, Indiana",36
18049,Jennings County,"Jennings County, Indiana",35
18051,Johnson County,"Johnson County, Indiana",34
18053,Knox County,"Knox County, Indiana",37
18055,Kosciusko County,"Kosciusko County, Indiana",40
18057,LaGrange County,"LaGrange County, Indiana",26
18059,Lake County,"Lake County, Indiana",38
18061,LaPorte County,"LaPorte County, Indiana",39
18063,Lawrence County,"Lawrence County, Indiana",32
18065,Madison County,"Madison County, Indiana",31
18067,Marion County,"Marion County, Indiana",35
18069,Marshall County,"Marshall County, Indiana",39
18071,Martin County,"Martin County, Indiana",36
18073,Miami County,"Miami County, Indiana",36
18075,Monroe County,"Monroe County, Indiana",34
18077,Montgomery County,"Montgomery County, Indiana",33
18079,Morgan County,"Morgan County, Indiana",42
18081,Newton County,"Newton County, Indiana",33
18083,Noble County,"Noble County, Indiana",35
18085,Ohio County,"Ohio County, Indiana",35
18087,Orange County,"Orange County, Indiana",35
18089,Owen County,"Owen County, Indiana",38
18091,Parke County,"Parke County, Indiana",37
18093,Perry County,"Perry County, Indiana",33
18095,Pike County,"Pike County, Indiana",40
18097,Porter County,"Porter County, Indiana",33
18099,Posey County,"Posey County, Indiana",43
18101,Pulaski County,"Pulaski County, Indiana",46
18103,Putnam County,"Putnam County, Indiana",38
18105,Randolph County,"Randolph County, Indiana",25
18107,Ripley County,"Ripley County, Indiana",29
18109,Rush County,"Rush County, Indiana",38
18111,St. Joseph County,"St. Joseph County, Indiana",33
18113,Scott County,"Scott County, Indiana",37
18115,Shelby County,"Shelby County, Indiana",28
18117,Spencer County,"Spencer County, Indiana",34
18119,Starke County,"Starke County, Indiana",32
18121,Steuben County,"Steuben County, Indiana",35
18123,Sullivan County,"Sullivan County, Indiana",39
18125,Switzerland County,"Switzerland County, Indiana",42
18127,Tippecanoe County,"Tippecanoe County, Indiana",33
18129,Tipton County,"Tipton County, Indiana",34
18131,Union County,"Union County, Indiana",35
18133,Vanderburgh County,"Vanderburgh County, Indiana",31
18135,Vermillion County,"Vermillion County, Indiana",33
18137,Vigo County,"Vigo County, Indiana",31
18139,Wabash County,"Wabash County, Indiana",30
18141,Warren County,"Warren County, Indiana",35
18143,Warrick County,"Warrick County, Indiana",34
18145,Washington County,"Washington County, Indiana",37
18147,Wayne County,"Wayne County, Indiana",36
18149,Wells County,"Wells County, Indiana",33
18151,White County,"White County, Indiana",30
18153,Whitley County,"Whitley County, Indiana",37
18155,Adair County,"Adair County, Iowa",41
18157,Adams County,"Adams County, Iowa",30
18159,Allamakee County,"Allamakee County, Iowa",37
18161,Appanoose County,"Appanoose County, Iowa",28
18163,Audubon County,"Audubon County, Iowa",34
18165,Benton County,"Benton County, Iowa",36
18167,Black Hawk County,"Black Hawk County, Iowa",34
18169,Boone County,"Boone County, Iowa",34
18171,Bremer County,"Bremer County, Iowa",38
18173,Buchanan County,"Buchanan County, Iowa",36
18175,Buena Vista County,"Buena Vista County, Iowa",38
18177,Butler County,"Butler County, Iowa",36
18179,Calhoun County,"Calhoun County, Iowa",32
18181,Carroll County,"Carroll County, Iowa",30
18183,Cass County,"Cass County, Iowa",31
19000,Cedar County,"Cedar County, Iowa",34
19001,Cerro Gordo County,"Cerro Gordo County, Iowa",29
19003,Cherokee County,"Cherokee County, Iowa",37
19005,Chickasaw County,"Chickasaw County, Iowa",41
19007,Clarke County,"Clarke County, Iowa",45
19009,Clay County,"Clay County, Iowa",32
19011,Clayton County,"Clayton County, Iowa",37
19013,Clinton County,"Clinton County, Iowa",31
19015,Crawford County,"Crawford County, Iowa",39
19017,Dallas County,"Dallas County, Iowa",35
19019,Davis County,"Davis County, Iowa",39
19021,Decatur County,"Decatur County, Iowa",36
19023,Delaware County,"Delaware County, Iowa",33
19025,Des Moines County,"Des Moines County, Iowa",35
19027,Dickinson County,"Dickinson County, Iowa",37
19029,Dubuque County,"Dubuque County, Iowa",33
19031,Emmet County,"Emmet County, Iowa",41
19033,Fayette County,"Fayette County, Iowa",34
19035,Floyd County,"Floyd County, Iowa",35
19037,Franklin County,"Franklin County, Iowa",31
19039,Fremont County,"Fremont County, Iowa",40
19041,Greene County,"Greene County, Iowa",30
19043,Grundy County,"Grundy County, Iowa",41
19045,Guthrie County,"Guthrie County, Iowa",35
19047,Hamilton County,"Hamilton County, Iowa",37
19049,Hancock County,"Hancock County, Iowa",30
19051,Hardin County,"Hardin County, Iowa",31
19053,Harrison County,"Harrison County, Iowa",35
19055,Henry County,"Henry County, Iowa",35
19057,Howard County,"Howard County, Iowa",36
19059,Humboldt County,"Humboldt County, Iowa",26
19061,Ida County,"Ida County, Iowa",37
19063,Iowa County,"Iowa County, Iowa",36
19065,Jackson County,"Jackson County, Iowa",39
19067,Jasper County,"Jasper County, Iowa",43
19069,Jefferson County,"Jefferson County, Iowa",48
19071,Johnson County,"Johnson County, Iowa",36
19073,Jones County,"Jones County, Iowa",40
19075,Keokuk County,"Keokuk County, Iowa",34
19077,Kossuth County,"Kossuth County, Iowa",38
19079,Lee County,"Lee County, Iowa",36
19081,Linn County,"Linn County, Iowa",34
19083,Louisa County,"Louisa County, Iowa",41
19085,Lucas County,"Lucas County, Iowa",37
19087,Lyon County,"Lyon County, Iowa",36
19089,Madison County,"Madison County, Iowa",34
19091,Mahaska County,"Mahaska County, Iowa",32
19093,Marion County,"Marion County, Iowa",32
19095,Marshall County,"Marshall County, Iowa",37
19097,Mills County,"Mills County, Iowa",34
19099,Mitchell County,"Mitchell County, Iowa",38
19101,Monona County,"Monona County, Iowa",30
19103,Monroe County,"Monroe County, Iowa",27
19105,Montgomery County,"Montgomery County, Iowa",35
19107,Muscatine County,"Muscatine County, Iowa",38
19109,O'Brien County,"O'Brien County, Iowa",40
19111,Osceola County,"Osceola County, Iowa",39
19113,Page County,"Page County, Iowa",33
19115,Palo Alto County,"Palo Alto County, Iowa",38
19117,Plymouth County,"Plymouth County, Iowa",37
19119,Pocahontas County,"Pocahontas County, Iowa",35
19121,Polk County,"Polk County, Iowa",38
19123,Pottawattamie County,"Pottawattamie County, Iowa",30
19125,Poweshiek County,"Poweshiek County, Iowa",35
19127,Ringgold County,"Ringgold County, Iowa",36
19129,Sac County,"Sac County, Iowa",31
19131,Scott County,"Scott County, Iowa",38
19133,Shelby County,"Shelby County, Iowa",33
19135,Sioux County,"Sioux County, Iowa",32
19137,Story County,"Story County, Iowa",32
19139,Tama County,"Tama County, Iowa",40
19141,Taylor County,"Taylor County, Iowa",27
19143,Union County,"Union County, Iowa",37
19145,Van Buren County,"Van Buren County, Iowa",43
19147,Wapello County,"Wapello County, Iowa",33
19149,Warren County,"Warren County, Iowa",33
19151,Washington County,"Washington County, Iowa",37
19153,Wayne County,"Wayne County, Iowa",34
19155,Webster County,"Webster County, Iowa",42
19157,Winnebago County,"Winnebago County, Iowa",34
19159,Winneshiek County,"Winneshiek County, Iowa",32
19161,Woodbury County,"Woodbury County, Iowa",37
19163,Worth County,"Worth County, Iowa",34
19165,Wright County,"Wright County, Iowa",34
19167,Allen County,"Allen County, Kansas",28
19169,Anderson County,"Anderson County, Kansas",29
19171,Atchison County,"Atchison County, Kansas",33
19173,Barber County,"Barber County, Kansas",34
19175,Barton County,"Barton County, Kansas",37
19177,Bourbon County,"Bourbon County, Kansas",33
19179,Brown County,"Brown County, Kansas",32
19181,Butler County,"Butler County, Kansas",37
19183,Chase County,"Chase County, Kansas",33
19185,Chautauqua County,"Chautauqua County, Kansas",49
19187,Cherokee County,"Cherokee County, Kansas",38
19189,Cheyenne County,"Cheyenne County, Kansas",40
19191,Clark County,"Clark County, Kansas",31
19193,Clay County,"Clay County, Kansas",35
19195,Cloud County,"Cloud County, Kansas",32
19197,Coffey County,"Coffey County, Kansas",38
20000,Comanche County,"Comanche County, Kansas",33
20001,Cowley County,"Cowley County, Kansas",39
20003,Crawford County,"Crawford County, Kansas",35
20005,Decatur County,"Decatur County, Kansas",37
20007,Dickinson County,"Dickinson County, Kansas",30
20009,Doniphan County,"Doniphan County, Kansas",37
20011,Douglas County,"Douglas County, Kansas",37
20013,Edwards County,"Edwards County, Kansas",40
20015,Elk County,"Elk County, Kansas",37
20017,Ellis County,"Ellis County, Kansas",42
20019,Ellsworth County,"Ellsworth County, Kansas",35
20021,Finney County,"Finney County, Kansas",40
20023,Ford County,"Ford County, Kansas",35
20025,Franklin County,"Franklin County, Kansas",36
20027,Geary County,"Geary County, Kansas",32
20029,Gove County,"Gove County, Kansas",38
20031,Graham County,"Graham County, Kansas",42
20033,Grant County,"Grant County, Kansas",28
20035,Gray County,"Gray County, Kansas",39
20037,Greeley County,"Greeley County, Kansas",31
20039,Greenwood County,"Greenwood County, Kansas",36
20041,Hamilton County,"Hamilton County, Kansas",40
20043,Harper County,"Harper County, Kansas",36
20045,Harvey County,"Harvey County, Kansas",28
20047,Haskell County,"Haskell County, Kansas",35
20049,Hodgeman County,"Hodgeman County, Kansas",33
20051,Jackson County,"Jackson County, Kansas",31
20053,Jefferson County,"Jefferson County, Kansas",40
20055,Jewell County,"Jewell County, Kansas",38
20057,Johnson County,"Johnson County, Kansas",32
20059,Kearny County,"Kearny County, Kansas",34
20061,Kingman County,"Kingman County, Kansas",39
20063,Kiowa County,"Kiowa County, Kansas",32
20065,Labette County,"Labette County, Kansas",31
20067,Lane County,"Lane County, Kansas",36
20069,Leavenworth County,"Leavenworth County, Kansas",32
20071,Lincoln County,"Lincoln County, Kansas",34
20073,Linn County,"Linn County, Kansas",35
20075,Logan County,"Logan County, Kansas",39
20077,Lyon County,"Lyon County, Kansas",33
20079,McPherson County,"McPherson County, Kansas",30
20081,Marion County,"Marion County, Kansas",33
20083,Marshall County,"Marshall County, Kansas",39
20085,Meade County,"Meade County, Kansas",38
20087,Miami County,"Miami County, Kansas",36
20089,Mitchell County,"Mitchell County, Kansas",30
20091,Montgomery County,"Montgomery County, Kansas",26
20093,Morris County,"Morris County, Kansas",38
20095,Morton County,"Morton County, Kansas",31
20097,Nemaha County,"Nemaha County, Kansas",35
20099,Neosho County,"Neosho County, Kansas",38
20101,Ness County,"Ness County, Kansas",35
20103,Norton County,"Norton County, Kansas",35
20105,Osage County,"Osage County, Kansas",31
20107,Osborne County,"Osborne County, Kansas",40
20109,Ottawa County,"Ottawa County, Kansas",33
20111,Pawnee County,"Pawnee County, Kansas",38
20113,Phillips County,"Phillips County, Kansas",30
20115,Pottawatomie County,"Pottawatomie County, Kansas",40
20117,Pratt County,"Pratt County, Kansas",38
20119,Rawlins County,"Rawlins County, Kansas",36
20121,Reno County,"Reno County, Kansas",33
20123,Republic County,"Republic County, Kansas",30
20125,Rice County,"Rice County, Kansas",39
20127,Riley County,"Riley County, Kansas",34
20129,Rooks County,"Rooks County, Kansas",34
20131,Rush County,"Rush County, Kansas",34
20133,Russell County,"Russell County, Kansas",38
20135,Saline County,"Saline County, Kansas",34
20137,Scott County,"Scott County, Kansas",30
20139,Sedgwick County,"Sedgwick County, Kansas",42
20141,Seward County,"Seward County, Kansas",34
20143,Shawnee County,"Shawnee County, Kansas",35
20145,Sheridan County,"Sheridan County, Kansas",41
20147,Sherman County,"Sherman County, Kansas",36
20149,Smith County,"Smith County, Kansas",36
20151,Stafford County,"Stafford County, Kansas",32
20153,Stanton County,"Stanton County, Kansas",21
20155,Stevens County,"Stevens County, Kansas",35
20157,Sumner County,"Sumner County, Kansas",35
20159,Thomas County,"Thomas County, Kansas",39
20161,Trego County,"Trego County, Kansas",26
20163,Wabaunsee County,"Wabaunsee County, Kansas",35
20165,Wallace County,"Wallace County, Kansas",33
20167,Washington County,"Washington County, Kansas",33
20169,Wichita County,"Wichita County, Kansas",35
20171,Wilson County,"Wilson County, Kansas",37
20173,Woodson County,"Woodson County, Kansas",33
20175,Wyandotte County,"Wyandotte County, Kansas",37
20177,Adair County,"Adair County, Kentucky",37
20179,Allen County,"Allen County, Kentucky",24
20181,Anderson County,"Anderson County, Kentucky",40
20183,Ballard County,"Ballard County, Kentucky",37
20185,Barren County,"Barren County, Kentucky",34
20187,Bath County,"Bath County, Kentucky",34
20189,Bell County,"Bell County, Kentucky",40
20191,Boone County,"Boone County, Kentucky",42
20193,Bourbon County,"Bourbon County, Kentucky",34
20195,Boyd County,"Boyd County, Kentucky",34
20197,Boyle County,"Boyle County, Kentucky",34
20199,Bracken County,"Bracken County, Kentucky",26
20201,Breathitt County,"Breathitt County, Kentucky",32
20203,Breckinridge County,"Breckinridge County, Kentucky",36
20205,Bullitt County,"Bullitt County, Kentucky",41
20207,Butler County,"Butler County, Kentucky",36
20209,Caldwell County,"Caldwell County, Kentucky",40
21000,Calloway County,"Calloway County, Kentucky",35
21001,Campbell County,"Campbell County, Kentucky",40
21003,Carlisle County,"Carlisle County, Kentucky",37
21005,Carroll County,"Carroll County, Kentucky",41
21007,Carter County,"Carter County, Kentucky",38
21009,Casey County,"Casey County, Kentucky",36
21011,Christian County,"Christian County, Kentucky",46
21013,Clark County,"Clark County, Kentucky",39
21015,Clay County,"Clay County, Kentucky",37
21017,Clinton County,"Clinton County, Kentucky",33
21019,Crittenden County,"Crittenden County, Kentucky",40
21021,Cumberland County,"Cumberland County, Kentucky",24
21023,Daviess County,"Daviess County, Kentucky",35
21025,Edmonson County,"Edmonson County, Kentucky",40
21027,Elliott County,"Elliott County, Kentucky",30
21029,Estill County,"Estill County, Kentucky",36
21031,Fayette County,"Fayette County, Kentucky",35
21033,Fleming County,"Fleming County, Kentucky",36
21035,Floyd County,"Floyd County, Kentucky",34
21037,Franklin County,"Franklin County, Kentucky",35
21039,Fulton County,"Fulton County, Kentucky",28
21041,Gallatin County,"Gallatin County, Kentucky",26
21043,Garrard County,"Garrard County, Kentucky",42
21045,Grant County,"Grant County, Kentucky",29
21047,Graves County,"Graves County, Kentucky",37
21049,Grayson County,"Grayson County, Kentucky",39
21051,Green County,"Green County, Kentucky",38
21053,Greenup County,"Greenup County, Kentucky",38
21055,Hancock County,"Hancock County, Kentucky",38
21057,Hardin County,"Hardin County, Kentucky",34
21059,Harlan County,"Harlan County, Kentucky",30
21061,Harrison County,"Harrison County, Kentucky",40
21063,Hart County,"Hart County, Kentucky",40
21065,Henderson County,"Henderson County, Kentucky",35
21067,Henry County,"Henry County, Kentucky",28
21069,Hickman County,"Hickman County, Kentucky",39
21071,Hopkins County,"Hopkins County, Kentucky",41
21073,Jackson County,"Jackson County, Kentucky",39
21075,Jefferson County,"Jefferson County, Kentucky",35
21077,Jessamine County,"Jessamine County, Kentucky",30
21079,Johnson County,"Johnson County, Kentucky",31
21081,Kenton County,"Kenton County, Kentucky",35
21083,Knott County,"Knott County, Kentucky",34
21085,Knox County,"Knox County, Kentucky",44
21087,Larue County,"Larue County, Kentucky",36
21089,Laurel County,"Laurel County, Kentucky",41
21091,Lawrence County,"Lawrence County, Kentucky",35
21093,Lee County,"Lee County, Kentucky",40
21095,Leslie County,"Leslie County, Kentucky",40
21097,Letcher County,"Letcher County, Kentucky",33
21099,Lewis County,"Lewis County, Kentucky",30
21101,Lincoln County,"Lincoln County, Kentucky",37
21103,Livingston County,"Livingston County, Kentucky",34
21105,Logan County,"Logan County, Kentucky",28
21107,Lyon County,"Lyon County, Kentucky",39
21109,McCracken County,"McCracken County, Kentucky",42
21111,McCreary County,"McCreary County, Kentucky",32
21113,McLean County,"McLean County, Kentucky",35
21115,Madison County,"Madison County, Kentucky",43
21117,Magoffin County,"Magoffin County, Kentucky",35
21119,Marion County,"Marion County, Kentucky",43
21121,Marshall County,"Marshall County, Kentucky",37
21123,Martin County,"Martin County, Kentucky",39
21125,Mason County,"Mason County, Kentucky",38
21127,Meade County,"Meade County, Kentucky",45
21129,Menifee County,"Menifee County, Kentucky",42
21131,Mercer County,"Mercer County, Kentucky",41
21133,Metcalfe County,"Metcalfe County, Kentucky",39
21135,Monroe County,"Monroe County, Kentucky",43
21137,Montgomery County,"Montgomery County, Kentucky",33
21139,Morgan County,"Morgan County, Kentucky",40
21141,Muhlenberg County,"Muhlenberg County, Kentucky",37
21143,Nelson County,"Nelson County, Kentucky",32
21145,Nicholas County,"Nicholas County, Kentucky",31
21147,Ohio County,"Ohio County, Kentucky",38
21149,Oldham County,"Oldham County, Kentucky",34
21151,Owen County,"Owen County, Kentucky",36
21153,Owsley County,"Owsley County, Kentucky",40
21155,Pendleton County,"Pendleton County, Kentucky",37
21157,Perry County,"Perry County, Kentucky",36
21159,Pike County,"Pike County, Kentucky",41
21161,Powell County,"Powell County, Kentucky",35
21163,Pulaski County,"Pulaski County, Kentucky",34
21165,Robertson County,"Robertson County, Kentucky",42
21167,Rockcastle County,"Rockcastle County, Kentucky",28
21169,Rowan County,"Rowan County, Kentucky",34
21171,Russell County,"Russell County, Kentucky",35
21173,Scott County,"Scott County, Kentucky",34
21175,Shelby County,"Shelby County, Kentucky",36
21177,Simpson County,"Simpson County, Kentucky",36
21179,Spencer County,"Spencer County, Kentucky",39
21181,Taylor County,"Taylor County, Kentucky",35
21183,Todd County,"Todd County, Kentucky",31
21185,Trigg County,"Trigg County, Kentucky",23
21187,Trimble County,"Trimble County, Kentucky",32
21189,Union County,"Union County, Kentucky",47
21191,Warren County,"Warren County, Kentucky",33
21193,Washington County,"Washington County, Kentucky",43
21195,Wayne County,"Wayne County, Kentucky",40
21197,Webster County,"Webster County, Kentucky",29
21199,Whitley County,"Whitley County, Kentucky",39
21201,Wolfe County,"Wolfe County, Kentucky",24
21203,Woodford County,"Woodford County, Kentucky",37
21205,Acadia Parish,"Acadia Parish, Louisiana",36
21207,Allen Parish,"Allen Parish, Louisiana",35
21209,Ascension Parish,"Ascension Parish, Louisiana",36
21211,Assumption Parish,"Assumption Parish, Louisiana",34
21213,Avoyelles Parish,"Avoyelles Parish, Louisiana",39
21215,Beauregard Parish,"Beauregard Parish, Louisiana",36
21217,Bienville Parish,"Bienville Parish, Louisiana",39
21219,Bossier Parish,"Bossier Parish, Louisiana",40
21221,Caddo Parish,"Caddo Parish, Louisiana",36
21223,Calcasieu Parish,"Calcasieu Parish, Louisiana",38
21225,Caldwell Parish,"Caldwell Parish, Louisiana",40
21227,Cameron Parish,"Cameron Parish, Louisiana",28
21229,Catahoula Parish,"Catahoula Parish, Louisiana",37
21231,Claiborne Parish,"Claiborne Parish, Louisiana",42
21233,Concordia Parish,"Concordia Parish, Louisiana",39
21235,De Soto Parish,"De Soto Parish, Louisiana",36
21237,East Baton Rouge Parish,"East Baton Rouge Parish, Louisiana",38
21239,East Carroll Parish,"East Carroll Parish, Louisiana",31
22000,East Feliciana Parish,"East Feliciana Parish, Louisiana",36
22001,Evangeline Parish,"Evangeline Parish, Louisiana",41
22003,Franklin Parish,"Franklin Parish, Louisiana",28
22005,Grant Parish,"Grant Parish, Louisiana",35
22007,Iberia Parish,"Iberia Parish, Louisiana",36
22009,Iberville Parish,"Iberville Parish, Louisiana",45
22011,Jackson Parish,"Jackson Parish, Louisiana",38
22013,Jefferson Parish,"Jefferson Parish, Louisiana",47
22015,Jefferson Davis Parish,"Jefferson Davis Parish, Louisiana",35
22017,Lafayette Parish,"Lafayette Parish, Louisiana",42
22019,Lafourche Parish,"Lafourche Parish, Louisiana",36
22021,LaSalle Parish,"LaSalle Parish, Louisiana",43
22023,Lincoln Parish,"Lincoln Parish, Louisiana",39
22025,Livingston Parish,"Livingston Parish, Louisiana",38
22027,Madison Parish,"Madison Parish, Louisiana",39
22029,Morehouse Parish,"Morehouse Parish, Louisiana",43
22031,Natchitoches Parish,"Natchitoches Parish, Louisiana",43
22033,Orleans Parish,"Orleans Parish, Louisiana",34
22035,Ouachita Parish,"Ouachita Parish, Louisiana",47
22037,Plaquemines Parish,"Plaquemines Parish, Louisiana",39
22039,Pointe Coupee Parish,"Pointe Coupee Parish, Louisiana",37
22041,Rapides Parish,"Rapides Parish, Louisiana",41
22043,Red River Parish,"Red River Parish, Louisiana",45
22045,Richland Parish,"Richland Parish, Louisiana",41
22047,Sabine Parish,"Sabine Parish, Louisiana",38
22049,St. Bernard Parish,"St. Bernard Parish, Louisiana",37
22051,St. Charles Parish,"St. Charles Parish, Louisiana",33
22053,St. Helena Parish,"St. Helena Parish, Louisiana",39
22055,St. James Parish,"St. James Parish, Louisiana",29
22057,St. John the Baptist Parish,"St. John the Baptist Parish, Louisiana",37
22059,St. Landry Parish,"St. Landry Parish, Louisiana",40
22061,St. Martin Parish,"St. Martin Parish, Louisiana",33
22063,St. Mary Parish,"St. Mary Parish, Louisiana",38
22065,St. Tammany Parish,"St. Tammany Parish, Louisiana",39
22067,Tangipahoa Parish,"Tangipahoa Parish, Louisiana",43
22069,Tensas Parish,"Tensas Parish, Louisiana",36
22071,Terrebonne Parish,"Terrebonne Parish, Louisiana",31
22073,Union Parish,"Union Parish, Louisiana",43
22075,Vermilion Parish,"Vermilion Parish, Louisiana",38
22077,Vernon Parish,"Vernon Parish, Louisiana",35
22079,Washington Parish,"Washington Parish, Louisiana",40
22081,Webster Parish,"Webster Parish, Louisiana",28
22083,West Baton Rouge Parish,"West Baton Rouge Parish, Louisiana",37
22085,West Carroll Parish,"West Carroll Parish, Louisiana",51
22087,West Feliciana Parish,"West Feliciana Parish, Louisiana",42
22089,Winn Parish,"Winn Parish, Louisiana",42
22091,Androscoggin County,"Androscoggin County, Maine",26
22093,Aroostook County,"Aroostook County, Maine",43
22095,Cumberland County,"Cumberland County, Maine",48
22097,Franklin County,"Franklin County, Maine",37
22099,Hancock County,"Hancock County, Maine",34
22101,Kennebec County,"Kennebec County, Maine",43
22103,Knox County,"Knox County, Maine",29
22105,Lincoln County,"Lincoln County, Maine",40
22107,Oxford County,"Oxford County, Maine",37
22109,Penobscot County,"Penobscot County, Maine",42
22111,Piscataquis County,"Piscataquis County, Maine",38
22113,Sagadahoc County,"Sagadahoc County, Maine",41
22115,Somerset County,"Somerset County, Maine",37
22117,Waldo County,"Waldo County, Maine",43
22119,Washington County,"Washington County, Maine",36
22121,York County,"York County, Maine",34
22123,Allegany County,"Allegany County, Maryland",42
22125,Anne Arundel County,"Anne Arundel County, Maryland",30
22127,Baltimore County,"Baltimore County, Maryland",44
23000,Calvert County,"Calvert County, Maryland",30
23001,Caroline County,"Caroline County, Maryland",33
23003,Carroll County,"Carroll County, Maryland",38
23005,Cecil County,"Cecil County, Maryland",23
23007,Charles County,"Charles County, Maryland",32
23009,Dorchester County,"Dorchester County, Maryland",27
23011,Frederick County,"Frederick County, Maryland",32
